title,placeId,categoryName,categories/0,address,city,neighborhood,street,postalCode,location/lat,location/lng,totalScore,reviewsCount,reviewsDistribution/fiveStar,reviewsDistribution/fourStar,reviewsDistribution/threeStar,reviewsDistribution/twoStar,reviewsDistribution/oneStar,phone,website,permanentlyClosed,temporarilyClosed,wasOpenAtScrapeTime,isAdvertisement,searchString,rank,scrapedAt,imagesCount,url,is_rated,open_status,city_clean
مطعم المدينة الدمشقي ( chicken city ),ChIJS9ESvP9XWBQRVlHyTy_vib8,Western restaurant,Western restaurant,"First 6th of October, 6th of October City (2), Giza Governorate 3226134, Egypt",6th of October City (2),First 6th of October,Not provided,,29.9371937,30.9270796,4.5,26,20,3,1,1,1,+20 10 94501513,Not provided,False,False,True,False,مطعم,2,2026-09-23T10:03:07.095Z,29,https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B7%D8%B9%D9%85%20%D8%A7%D9%84%D9%85%D8%AF%D9%8A%D9%86%D8%A9%20%D8%A7%D9%84%D8%AF%D9%85%D8%B4%D9%82%D9%8A%20(%20chicken%20city%20)&query_place_id=ChIJS9ESvP9XWBQRVlHyTy_vib8,True,Open,6th of October City
مطعم قصر المشويات,ChIJ4872YwBVWBQROgAQ4WJ9Rwg,Family restaurant,Family restaurant,"WWRM+HWV شارع ابو الوفا السادس, First 6th of October, 6th of October City (2), Giza Governorate 3226210, Egypt",6th of October City (2),First 6th of October,WWRM+HWV شارع ابو الوفا السادس,,29.9414941,30.9347873,5.0,2,2,0,0,0,0,Not provided,Not provided,False,False,,False,مطعم,4,2026-09-23T10:03:07.095Z,1,https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B7%D8%B9%D9%85%20%D9%82%D8%B5%D8%B1%20%D8%A7%D9%84%D9%85%D8%B4%D9%88%D9%8A%D8%A7%D8%AA&query_place_id=ChIJ4872YwBVWBQROgAQ4WJ9Rwg,True,Unknown,6th of October City
جزارة ومطعم ومسمط الشويخي,ChIJm3SlSVJXWBQR0yQOmJuVnPk,Barbecue restaurant,Barbecue restaurant,"Street 22, First 6th of October, 6th of October City (2), Giza Governorate 3225422, Egypt",6th of October City (2),First 6th of October,Street 22,,29.9487208,30.9218731,4.5,43,34,2,4,0,3,+20 11 45206744,Not provided,False,False,True,False,مطعم,5,2026-09-23T10:03:07.095Z,42,https://www.google.com/maps/search/?api=1&query=%D8%AC%D8%B2%D8%A7%D8%B1%D8%A9%20%D9%88%D9%85%D8%B7%D8%B9%D9%85%20%D9%88%D9%85%D8%B3%D9%85%D8%B7%20%D8%A7%D9%84%D8%B4%D9%88%D9%8A%D8%AE%D9%8A&query_place_id=ChIJm3SlSVJXWBQR0yQOmJuVnPk,True,Open,6th of October City
مطعم نور,ChIJ_Ve4eK1XWBQRHbI77Rb9js8,Restaurant,Restaurant,"امام مدرسة الفاروق, Abd El-Salam Amin, First 6th of October, Giza Governorate 3233101, Egypt",First 6th of October,First 6th of October,"امام مدرسة الفاروق, Abd El-Salam Amin",,29.9498734,30.9391235,5.0,2,2,0,0,0,0,+20 11 27339656,Not provided,False,False,True,False,مطعم,6,2026-09-23T10:03:07.096Z,4,https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B7%D8%B9%D9%85%20%D9%86%D9%88%D8%B1&query_place_id=ChIJ_Ve4eK1XWBQRHbI77Rb9js8,True,Open,6th of October City
مطعم كريـب روما,ChIJC2CYCQBVWBQRAfggZ4ZdahA,Restaurant,Restaurant,"امام سنتر ودي الملوك, Dolci، القاهرة 3225247, Egypt",6th of October City (2),Not provided,"امام سنتر ودي الملوك, Dolci",3225247,29.9417524,30.9191813,5.0,4,4,0,0,0,0,+20 11 07717288,Not provided,False,False,True,False,مطعم,7,2026-09-23T10:03:07.096Z,18,https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B7%D8%B9%D9%85%20%D9%83%D8%B1%D9%8A%D9%80%D8%A8%20%D8%B1%D9%88%D9%85%D8%A7&query_place_id=ChIJC2CYCQBVWBQRAfggZ4ZdahA,True,Open,6th of October City
كبده و مخ ابو زيدان,ChIJtSxwQwBVWBQRTHrk3XX2DLM,Western restaurant,Western restaurant,"WWR7+QW8, Street 2, 6th of October City (2), Giza Governorate 3225153, Egypt",6th of October City (2),Not provided,"WWR7+QW8, Street 2",3225153,29.9419148,30.9148392,5.0,7,7,0,0,0,0,+20 11 23223043,Not provided,False,False,True,False,مطعم,8,2026-09-23T10:03:07.096Z,11,https://www.google.com/maps/search/?api=1&query=%D9%83%D8%A8%D8%AF%D9%87%20%D9%88%20%D9%85%D8%AE%20%D8%A7%D8%A8%D9%88%20%D8%B2%D9%8A%D8%AF%D8%A7%D9%86&query_place_id=ChIJtSxwQwBVWBQRTHrk3XX2DLM,True,Open,6th of October City
مطعم فول محارب,ChIJ8-GPWvFXWBQRlfzJalZLEuI,Restaurant,Restaurant,"1701 Abd El-Salam Amin, First 6th of October, 6th of October City (2), Giza Governorate 3226224, Egypt",6th of October City (2),First 6th of October,1701 Abd El-Salam Amin,,29.9487966,30.9392535,4.4,98,59,22,11,5,1,+20 11 22622687,Not provided,False,False,True,False,مطعم,10,2026-09-23T10:03:07.097Z,72,https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B7%D8%B9%D9%85%20%D9%81%D9%88%D9%84%20%D9%85%D8%AD%D8%A7%D8%B1%D8%A8&query_place_id=ChIJ8-GPWvFXWBQRlfzJalZLEuI,True,Open,6th of October City
مطعم 4u,ChIJWYeocjpXWBQRqhGVOuLjnZw,Fast food restaurant,Fast food restaurant,"عبد السلام أمين، قسم أول 6 أكتوبر، اول 6 أكتوبر، الجيزة،, Egypt",6th of October City (2),First 6th of October,عبد السلام أمين، قسم أول 6 أكتوبر، اول 6 أكتوبر، الجيزة،,,29.9488907,30.9390091,4.5,107,77,16,7,4,3,+20 10 21320416,Not provided,False,False,True,False,مطعم,11,2026-09-23T10:03:07.097Z,119,https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B7%D8%B9%D9%85%204u&query_place_id=ChIJWYeocjpXWBQRqhGVOuLjnZw,True,Open,6th of October City
مطعم عيش وملح للاكل البيتي وتوريد الوجبات الجاهزة,ChIJIwxjrQ5VWBQRR8lM0Twr5TU,Restaurant,Restaurant,"الشارع الفاصل بين الخامس والسادس، عماره 80, First 6th of October, 6th of October City (2), Giza Governorate 3225287, Egypt",6th of October City (2),First 6th of October,الشارع الفاصل بين الخامس والسادس، عماره 80,,29.9406577,30.9244471,5.0,7,7,0,0,0,0,+20 11 11316675,https://www.facebook.com/profile.php?id=100063820283649,False,False,True,False,مطعم,12,2026-09-23T10:03:07.097Z,57,https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B7%D8%B9%D9%85%20%D8%B9%D9%8A%D8%B4%20%D9%88%D9%85%D9%84%D8%AD%20%D9%84%D9%84%D8%A7%D9%83%D9%84%20%D8%A7%D9%84%D8%A8%D9%8A%D8%AA%D9%8A%20%D9%88%D8%AA%D9%88%D8%B1%D9%8A%D8%AF%20%D8%A7%D9%84%D9%88%D8%AC%D8%A8%D8%A7%D8%AA%20%D8%A7%D9%84%D8%AC%D8%A7%D9%87%D8%B2%D8%A9&query_place_id=ChIJIwxjrQ5VWBQRR8lM0Twr5TU,True,Open,6th of October City
عبود الدمشقي,ChIJUwbV05tVWBQR-u5_HcJg8z0,Syrian restaurant,Syrian restaurant,"El-Tahrir Rd, First 6th of October, 6th of October City (2), Giza Governorate 3225282, Egypt",6th of October City (2),First 6th of October,El-Tahrir Rd,,29.941782,30.9235064,4.0,227,125,40,23,9,30,+20 10 10900747,Not provided,False,False,True,False,مطعم,13,2026-09-23T10:03:07.097Z,23,https://www.google.com/maps/search/?api=1&query=%D8%B9%D8%A8%D9%88%D8%AF%20%D8%A7%D9%84%D8%AF%D9%85%D8%B4%D9%82%D9%8A&query_place_id=ChIJUwbV05tVWBQR-u5_HcJg8z0,True,Open,6th of October City
مشويات القدس,ChIJRf8opFhVWBQR_w2OAXFFA2E,Restaurant,Restaurant,"مدينة السادس من أكتوبر, First 6th of October, 6th of October City (2), Giza Governorate, Egypt",6th of October City (2),First 6th of October,مدينة السادس من أكتوبر,,29.9423096,30.9327675,4.1,76,45,15,7,0,9,+20 10 69986100,Not provided,False,False,True,False,مطعم,14,2026-09-23T10:03:07.097Z,10,https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B4%D9%88%D9%8A%D8%A7%D8%AA%20%D8%A7%D9%84%D9%82%D8%AF%D8%B3&query_place_id=ChIJRf8opFhVWBQR_w2OAXFFA2E,True,Open,6th of October City
جزارة و كبابجي أبو حمزة,ChIJ-6DZ2WxXWBQRBUKt1oT1Jzs,Barbecue restaurant,Barbecue restaurant,"عمارة 1375, Mohmmed Imad Rageb - Al Tahrir St, First 6th of October, 6th of October City (2), Giza Governorate 12566, Egypt",6th of October City (2),First 6th of October,"عمارة 1375, Mohmmed Imad Rageb - Al Tahrir St",12566,29.9503276,30.9306304,5.0,2,2,0,0,0,0,+20 11 13337030,Not provided,False,False,True,False,مطعم,15,2026-09-23T10:03:07.097Z,2,https://www.google.com/maps/search/?api=1&query=%D8%AC%D8%B2%D8%A7%D8%B1%D8%A9%20%D9%88%20%D9%83%D8%A8%D8%A7%D8%A8%D8%AC%D9%8A%20%D8%A3%D8%A8%D9%88%20%D8%AD%D9%85%D8%B2%D8%A9&query_place_id=ChIJ-6DZ2WxXWBQRBUKt1oT1Jzs,True,Open,6th of October City
بروستد الدجاجه,ChIJNyQgMABVWBQRhGls02B2k40,Restaurant,Restaurant,"امام مول رنين, ميدان فودافون, 6th of October City (2), Giza Governorate 3225302, Egypt",6th of October City (2),Not provided,"امام مول رنين, ميدان فودافون",,29.9484968,30.9147545,4.5,14,12,0,0,1,1,+20 11 54706262,http://www.eldgaga.com/,False,False,True,False,مطعم,17,2026-09-23T10:03:07.097Z,37,https://www.google.com/maps/search/?api=1&query=%D8%A8%D8%B1%D9%88%D8%B3%D8%AA%D8%AF%20%D8%A7%D9%84%D8%AF%D8%AC%D8%A7%D8%AC%D9%87&query_place_id=ChIJNyQgMABVWBQRhGls02B2k40,True,Open,6th of October City
مطعم ابن الوليد,ChIJv1IOYDhXWBQRefKRwVfAWbk,Restaurant,Restaurant,"الحي الرابع،, 6th of October City (2), Giza Governorate, Egypt",6th of October City (2),First 6th of October,الحي الرابع،,,29.9504661,30.9308099,3.9,275,150,43,31,6,45,+20 11 56026350,https://www.facebook.com/profile.php?id=100089631794430&mibextid=ZbWKwL,False,False,True,False,مطعم,18,2026-09-23T10:03:07.097Z,72,https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B7%D8%B9%D9%85%20%D8%A7%D8%A8%D9%86%20%D8%A7%D9%84%D9%88%D9%84%D9%8A%D8%AF&query_place_id=ChIJv1IOYDhXWBQRefKRwVfAWbk,True,Open,6th of October City
مطعم البيت بيتك,ChIJ05-FqSRXWBQR-wsfKNVxJBA,Barbecue restaurant,Barbecue restaurant,"1390 Mohmmed Imad Rageb - Al Tahrir St, First 6th of October, Giza Governorate 3225813, Egypt",First 6th of October,First 6th of October,1390 Mohmmed Imad Rageb - Al Tahrir St,3225813,29.9517287,30.9350037,4.3,39,28,3,3,1,4,+20 10 21533616,Not provided,False,False,True,False,مطعم,20,2026-09-23T10:03:07.098Z,114,https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B7%D8%B9%D9%85%20%D8%A7%D9%84%D8%A8%D9%8A%D8%AA%20%D8%A8%D9%8A%D8%AA%D9%83&query_place_id=ChIJ05-FqSRXWBQR-wsfKNVxJBA,True,Open,6th of October City
Toscanini,ChIJ8-o8LwBVWBQR97erR6pzBhA,Fast food restaurant,Fast food restaurant,"WWQG+2VM, First 6th of October, 6th of October City (2), Giza Governorate 3225523, Egypt",6th of October City (2),First 6th of October,WWQG+2VM,,29.9375984,30.9271708,,0,0,0,0,0,0,Not provided,Not provided,False,False,,False,restaurant,61,2026-09-23T10:03:07.687Z,0,https://www.google.com/maps/search/?api=1&query=Toscanini&query_place_id=ChIJ8-o8LwBVWBQR97erR6pzBhA,False,Unknown,6th of October City
أسماك الصفوة مأكولات بحرية,ChIJy6y_BOZVWBQROtCPo9zspM4,Seafood restaurant,Seafood restaurant,"48 Ahmed Lotfy El-Sayed, 6th of October City (2), Giza Governorate 3225136, Egypt",6th of October City (2),Not provided,48 Ahmed Lotfy El-Sayed,,29.9405227,30.9133094,2.6,5,0,2,1,0,2,+20 11 45830899,Not provided,False,False,True,False,restaurant,62,2026-09-23T10:03:07.688Z,0,https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%85%D8%A7%D9%83%20%D8%A7%D9%84%D8%B5%D9%81%D9%88%D8%A9%20%D9%85%D8%A3%D9%83%D9%88%D9%84%D8%A7%D8%AA%20%D8%A8%D8%AD%D8%B1%D9%8A%D8%A9&query_place_id=ChIJy6y_BOZVWBQROtCPo9zspM4,True,Open,6th of October City
مطعم الهرم الرابع,ChIJ_0WYboNVWBQRZK2HGkMONiQ,Restaurant,Restaurant,"993 Street 25, First 6th of October, 6th of October City (2), Giza Governorate 3225430, Egypt",6th of October City (2),First 6th of October,993 Street 25,,29.9477118,30.9224431,1.0,1,0,0,0,0,1,+20 11 00682508,Not provided,False,False,,False,restaurant,63,2026-09-23T10:03:07.688Z,0,https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B7%D8%B9%D9%85%20%D8%A7%D9%84%D9%87%D8%B1%D9%85%20%D8%A7%D9%84%D8%B1%D8%A7%D8%A8%D8%B9&query_place_id=ChIJ_0WYboNVWBQRZK2HGkMONiQ,True,Unknown,6th of October City
عم رجب,ChIJPZAWdgBVWBQRG0FEoulEe70,Breakfast restaurant,Breakfast restaurant,"WWPJ+VP7, First 6th of October, 6th of October City (2), Giza Governorate 3226161, Egypt",6th of October City (2),First 6th of October,WWPJ+VP7,,29.9371553,30.9317902,3.7,3,2,0,0,0,1,+20 10 03521245,Not provided,False,False,False,False,restaurant,64,2026-09-23T10:03:07.688Z,0,https://www.google.com/maps/search/?api=1&query=%D8%B9%D9%85%20%D8%B1%D8%AC%D8%A8&query_place_id=ChIJPZAWdgBVWBQRG0FEoulEe70,True,Closed,6th of October City
مطعم زغللة ٢,ChIJxQ6E0txVWBQRWwxiqCs70gQ,Fast food restaurant,Fast food restaurant,"٦٤ مجاوره، ٤ اكتوبر, Giza Governorate, Egypt",6th of October City (2),Not provided,٦٤ مجاوره، ٤ اكتوبر,,29.9381893,30.9223455,3.7,7,3,1,2,0,1,+20 11 52200484,Not provided,False,False,True,False,restaurant,65,2026-09-23T10:03:07.688Z,2,https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B7%D8%B9%D9%85%20%D8%B2%D8%BA%D9%84%D9%84%D8%A9%20%D9%A2&query_place_id=ChIJxQ6E0txVWBQRWwxiqCs70gQ,True,Open,6th of October City
مطعم ابو رحاب,ChIJF3WVIexVWBQRtuQeOODVGlE,Restaurant,Restaurant,"12-3, Ibrahim Abd Al Kader Al Mazni - Al Issaaf, 6th of October City (2), Giza Governorate 3225220, Egypt",6th of October City (2),Not provided,"12-3, Ibrahim Abd Al Kader Al Mazni - Al Issaaf",,29.9403188,30.9163449,4.0,34,20,5,2,2,5,+20 11 55286711,Not provided,False,False,,False,مطعم,23,2026-09-23T10:03:08.752Z,2,https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B7%D8%B9%D9%85%20%D8%A7%D8%A8%D9%88%20%D8%B1%D8%AD%D8%A7%D8%A8&query_place_id=ChIJF3WVIexVWBQRtuQeOODVGlE,True,Unknown,6th of October City
Haty Abou Hamza,ChIJZXwxb-dVWBQRH74XkXt3tQg,Restaurant,Restaurant,"50 Ahmed Lotfy El-Sayed, 6th of October City (2), Giza Governorate 3225136, Egypt",6th of October City (2),Not provided,50 Ahmed Lotfy El-Sayed,3225136,29.9407931,30.9130456,3.8,93,48,10,19,2,14,+20 2 38326887,Not provided,False,False,,False,مطعم,24,2026-09-23T10:03:08.752Z,22,https://www.google.com/maps/search/?api=1&query=Haty%20Abou%20Hamza&query_place_id=ChIJZXwxb-dVWBQRH74XkXt3tQg,True,Unknown,6th of October City
مطعم نعمه,ChIJbbR1kqxVWBQRIskJoHCgWKI,Restaurant,Restaurant,"شارع الكهرباء، قسم أول 6 أكتوبر، اول 6 أكتوبر، الجيزة،، أبو الوفا, Egypt",6th of October City (2),First 6th of October,شارع الكهرباء، قسم أول 6 أكتوبر، اول 6 أكتوبر، الجيزة،، أبو الوفا,,29.9404515,30.937379,3.7,31,15,6,3,1,6,+20 11 13943922,Not provided,False,False,,False,مطعم,27,2026-09-23T10:03:08.752Z,14,https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B7%D8%B9%D9%85%20%D9%86%D8%B9%D9%85%D9%87&query_place_id=ChIJbbR1kqxVWBQRIskJoHCgWKI,True,Unknown,6th of October City
مطعم حضرموت الياسمين,ChIJvXUWn9ZVWBQRLhNcxYx752k,Restaurant,Restaurant,"شارع كمبوند الياسمين, First 6th of October, 6th of October City (2), Giza Governorate 3226136, Egypt",6th of October City (2),First 6th of October,شارع كمبوند الياسمين,3226136,29.9361793,30.9281253,3.8,6,3,0,2,1,0,+20 11 51707076,https://www.facebook.com/profile.php?id=100093494822228&mibextid=ZbWKwL,False,False,True,False,مطعم,28,2026-09-23T10:03:08.753Z,1,https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B7%D8%B9%D9%85%20%D8%AD%D8%B6%D8%B1%D9%85%D9%88%D8%AA%20%D8%A7%D9%84%D9%8A%D8%A7%D8%B3%D9%85%D9%8A%D9%86&query_place_id=ChIJvXUWn9ZVWBQRLhNcxYx752k,True,Open,6th of October City
مطعم طاحون فول فلافل,ChIJQ3g6TslVWBQRqWztYlzV5RI,Restaurant,Restaurant,"مجاورة3، 31شارع, Dolci, Egypt",6th of October City (2),Not provided,"مجاورة3، 31شارع, Dolci",,29.9383509,30.9225809,3.9,42,17,9,11,3,2,+20 11 44435254,Not provided,False,False,True,False,مطعم,30,2026-09-23T10:03:08.753Z,2,https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B7%D8%B9%D9%85%20%D8%B7%D8%A7%D8%AD%D9%88%D9%86%20%D9%81%D9%88%D9%84%20%D9%81%D9%84%D8%A7%D9%81%D9%84&query_place_id=ChIJQ3g6TslVWBQRqWztYlzV5RI,True,Open,6th of October City
فول وفلال سمسمه,ChIJHUGyhAZVWBQR9P4Udp9Q3zQ,Restaurant,Restaurant,"WWRF+7QF، الفاصل بين الحي الخامس والسادس, Street 36, First 6th of October, 6th of October City (2), Giza Governorate 12211, Egypt",6th of October City (2),First 6th of October,"WWRF+7QF، الفاصل بين الحي الخامس والسادس, Street 36",12211,29.9406724,30.9244342,3.3,12,6,1,0,1,4,+20 10 98092317,Not provided,False,False,True,False,مطعم,32,2026-09-23T10:03:08.753Z,7,https://www.google.com/maps/search/?api=1&query=%D9%81%D9%88%D9%84%20%D9%88%D9%81%D9%84%D8%A7%D9%84%20%D8%B3%D9%85%D8%B3%D9%85%D9%87&query_place_id=ChIJHUGyhAZVWBQR9P4Udp9Q3zQ,True,Open,6th of October City
مطعم فول وفلافل اولاد مبروك,ChIJBYrewC1VWBQRif1SxirM1Kw,Restaurant,Restaurant,"شارع عمارات ابو الوفا، قسم أول 6 أكتوبر، اول 6 أكتوبر، الجيزة،, Giza Governorate, Egypt",6th of October City (2),First 6th of October,شارع عمارات ابو الوفا، قسم أول 6 أكتوبر، اول 6 أكتوبر، الجيزة،,,29.9418475,30.9330144,4.2,9,6,1,1,0,1,Not provided,Not provided,False,False,True,False,مطعم,34,2026-09-23T10:03:08.753Z,12,https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B7%D8%B9%D9%85%20%D9%81%D9%88%D9%84%20%D9%88%D9%81%D9%84%D8%A7%D9%81%D9%84%20%D8%A7%D9%88%D9%84%D8%A7%D8%AF%20%D9%85%D8%A8%D8%B1%D9%88%D9%83&query_place_id=ChIJBYrewC1VWBQRif1SxirM1Kw,True,Open,6th of October City
مطعم أبو حمزة,ChIJldqA4XBVWBQRADx-wzypqBA,Restaurant,Restaurant,"WWRM+W28, First 6th of October, 6th of October City (2), Giza Governorate 3226205, Egypt",6th of October City (2),First 6th of October,WWRM+W28,,29.9422885,30.9325732,3.1,16,5,4,1,0,6,+20 11 41194913,Not provided,False,False,,False,مطعم,35,2026-09-23T10:03:08.753Z,44,https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B7%D8%B9%D9%85%20%D8%A3%D8%A8%D9%88%20%D8%AD%D9%85%D8%B2%D8%A9&query_place_id=ChIJldqA4XBVWBQRADx-wzypqBA,True,Unknown,6th of October City
مطعم جدو حامد,ChIJEX8kQgBVWBQRtf5lJoI6Z50,Snack bar,Snack bar,"بجوار اسماك التوحيد، سوق السادس متفرع من, Ibrahim Al Mazni - Al Akhbar, Giza Governorate, Egypt",6th of October City (2),Not provided,"بجوار اسماك التوحيد، سوق السادس متفرع من, Ibrahim Al Mazni - Al Akhbar",,29.9404395,30.9144375,,0,0,0,0,0,0,+20 11 20422912,Not provided,False,False,True,False,مطعم,38,2026-09-23T10:03:08.753Z,17,https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B7%D8%B9%D9%85%20%D8%AC%D8%AF%D9%88%20%D8%AD%D8%A7%D9%85%D8%AF&query_place_id=ChIJEX8kQgBVWBQRtf5lJoI6Z50,False,Open,6th of October City
مطعم ابو عبده,ChIJmZcF2-hVWBQRHKADaNTPnSc,Restaurant,Restaurant,"122 Ibrahim Al Mazni - Al Akhbar, 6th of October City (2), Giza Governorate 12115, Egypt",6th of October City (2),Not provided,122 Ibrahim Al Mazni - Al Akhbar,12115,29.9379766,30.9139678,,0,0,0,0,0,0,+20 11 20233379,Not provided,False,False,True,False,مطعم,48,2026-09-23T10:03:09.937Z,0,https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B7%D8%B9%D9%85%20%D8%A7%D8%A8%D9%88%20%D8%B9%D8%A8%D8%AF%D9%87&query_place_id=ChIJmZcF2-hVWBQRHKADaNTPnSc,False,Open,6th of October City
مطعم ام انس,ChIJMUgGSABVWBQRfoP2MiFKMjc,Restaurant,Restaurant,"WWR7+HQC, 6th of October City (2), Giza Governorate 3225153, Egypt",6th of October City (2),Not provided,WWR7+HQC,,29.9414474,30.9144048,,0,0,0,0,0,0,Not provided,Not provided,False,False,,False,مطعم,51,2026-09-23T10:03:09.937Z,0,https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B7%D8%B9%D9%85%20%D8%A7%D9%85%20%D8%A7%D9%86%D8%B3&query_place_id=ChIJMUgGSABVWBQRfoP2MiFKMjc,False,Unknown,6th of October City
مطعم كشري وحلواني الزعيم..اداره المعلم عزمي ربيع..,ChIJRwWOaphVWBQRgRPof3wpEPo,Restaurant,Restaurant,"6th of October City (2), Giza Governorate 3225154, Egypt",6th of October City (2),Not provided,Not provided,,29.941757,30.9152081,,0,0,0,0,0,0,+20 11 12009995,Not provided,False,False,,False,مطعم,55,2026-09-23T10:03:09.937Z,1,https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B7%D8%B9%D9%85%20%D9%83%D8%B4%D8%B1%D9%8A%20%D9%88%D8%AD%D9%84%D9%88%D8%A7%D9%86%D9%8A%20%D8%A7%D9%84%D8%B2%D8%B9%D9%8A%D9%85..%D8%A7%D8%AF%D8%A7%D8%B1%D9%87%20%D8%A7%D9%84%D9%85%D8%B9%D9%84%D9%85%20%D8%B9%D8%B2%D9%85%D9%8A%20%D8%B1%D8%A8%D9%8A%D8%B9..&query_place_id=ChIJRwWOaphVWBQRgRPof3wpEPo,False,Unknown,6th of October City
حاتى انس,ChIJ02CkDrlXWBQRhH69DVkM8W0,Restaurant,Restaurant,"XXJJ+J5W، سنتر رامو, Giza Governorate 12548, Egypt",First 6th of October,First 6th of October,XXJJ+J5W، سنتر رامو,12548,29.9816086,30.980467,4.3,114,79,14,9,5,7,+20 2 38837660,Not provided,False,False,True,False,مطعم,5,2026-09-23T10:03:11.433Z,21,https://www.google.com/maps/search/?api=1&query=%D8%AD%D8%A7%D8%AA%D9%89%20%D8%A7%D9%86%D8%B3&query_place_id=ChIJ02CkDrlXWBQRhH69DVkM8W0,True,Open,6th of October City
Fish & Hook,ChIJMxKzxy5XWBQR3ReBRvWga7w,Seafood restaurant,Seafood restaurant,"XXJJ+F4W Ramo Mall, ميدان رامو, First 6th of October, Giza Governorate 3237301, Egypt",First 6th of October,First 6th of October,"XXJJ+F4W Ramo Mall, ميدان رامو",,29.9812396,30.9803388,4.0,113,63,22,11,0,17,+20 10 03075600,Not provided,False,False,True,False,مطعم,7,2026-09-23T10:03:11.433Z,11,https://www.google.com/maps/search/?api=1&query=Fish%20%26%20Hook&query_place_id=ChIJMxKzxy5XWBQR3ReBRvWga7w,True,Open,6th of October City
McDonald's ADNOC,ChIJo2mYAgBRWBQRKao2XdkZBd0,Fast food restaurant,Fast food restaurant,"محطة أدنوك, Adnoc Gas Station, El Wahat Rd, Giza Governorate, Egypt",6th of October City (3),First 6th of October,"محطة أدنوك, Adnoc Gas Station, El Wahat Rd",,29.974362,30.990184,3.7,9,6,0,0,0,3,+20 2 21600377,https://www.mcdelivery.eg/,False,False,True,False,مطعم,10,2026-09-23T10:03:11.434Z,0,https://www.google.com/maps/search/?api=1&query=McDonald's%20ADNOC&query_place_id=ChIJo2mYAgBRWBQRKao2XdkZBd0,True,Open,6th of October City
Buffalo & Soda | بافلو اند صودا,ChIJ7ZysZgBXWBQR_SsxvhzkWKg,Restaurant,Restaurant,"عبد الخالق ثروت، طريق لفندق, First 6th of October, Giza Governorate 3237301, Egypt",First 6th of October,طريق لفندق,عبد الخالق ثروت,,29.9809769,30.9804142,4.8,38,33,3,1,1,0,+20 11 12221770,Not provided,False,False,True,False,food ,4,2026-09-23T10:03:15.240Z,96,https://www.google.com/maps/search/?api=1&query=Buffalo%20%26%20Soda%20%7C%20%D8%A8%D8%A7%D9%81%D9%84%D9%88%20%D8%A7%D9%86%D8%AF%20%D8%B5%D9%88%D8%AF%D8%A7&query_place_id=ChIJ7ZysZgBXWBQR_SsxvhzkWKg,True,Open,6th of October City
TBS - The Bakery Shop,ChIJ0Yi9jkdRWBQRGFtX26s6RUA,Bakery,Bakery,"XXFR+Q47, First 6th of October, 6th of October City (3), Giza Governorate 3280001, Egypt",6th of October City (3),First 6th of October,XXFR+Q47,3280001,29.9744033,30.9902993,4.3,226,136,44,30,8,8,+20 12 23727297,http://www.tbsfresh.com/,False,False,True,False,food ,13,2026-09-23T10:03:15.241Z,17,https://www.google.com/maps/search/?api=1&query=TBS%20-%20The%20Bakery%20Shop&query_place_id=ChIJ0Yi9jkdRWBQRGFtX26s6RUA,True,Open,6th of October City
Hala Cafe - هلا كافيه,ChIJrTXmNwBXWBQRBlm5W0ZLRYM,Coffee shop,Coffee shop,"WWXW+GCV, First 6th of October, Giza Governorate 3233120, Egypt",First 6th of October,First 6th of October,WWXW+GCV,3233120,29.9491374,30.9499441,4.2,123,86,12,5,4,16,Not provided,Not provided,False,False,True,False,food ,1,2026-09-23T10:03:15.741Z,135,https://www.google.com/maps/search/?api=1&query=Hala%20Cafe%20-%20%D9%87%D9%84%D8%A7%20%D9%83%D8%A7%D9%81%D9%8A%D9%87&query_place_id=ChIJrTXmNwBXWBQRBlm5W0ZLRYM,True,Open,6th of October City
